article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0866943003,0866943,PUFF DADDY DRESS,265,Dress,Garment Full body,1010016,Solid,09,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in ribbed jersey with a slight sheen. Round neckline and long puff sleeves. Unlined."
0867023001,0867023,Valentin skirt,275,Skirt,Garment Lower body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Calf-length skirt in an airy, patterned weave with a high, gathered waist and concealed zip in one side. Gathered seam at the hips for added width. Unlined."
0867023003,0867023,Valentin skirt,275,Skirt,Garment Lower body,1010001,All over pattern,52,Pink,7,Medium,4,Pink,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Calf-length skirt in an airy, patterned weave with a high, gathered waist and concealed zip in one side. Gathered seam at the hips for added width. Unlined."
0867044004,0867044,Tiffanie,275,Skirt,Garment Lower body,1010001,All over pattern,73,Dark Blue,2,Medium Dusty,2,Blue,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Calf-length, bell-shaped skirt in a patterned viscose weave with a high waist, concealed zip in one side and high slits in the sides. Unlined."
0867200001,0867200,Necklace Simon,77,Necklace,Accessories,1010011,Metallic,03,Silver,3,Light,15,Metal,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,
0867260002,0867260,5p bella scrunchies,73,Hair string,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Fabric-covered hair elastics. Two patterned, three in solid colour."
0867292001,0867292,2p rub click clack,72,Hair clip,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair clips in metal and plastic with a matt finish. Length approx. 7 cm.
0867365001,0867365,Niccolo dress,265,Dress,Garment Full body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Sleeveless, knee-length dress with a round neckline, lace top and concealed zip at the back. Seam at the waist and a flared skirt in sturdy jersey. Partly lined at the top in jersey."
0867365002,0867365,Niccolo dress,265,Dress,Garment Full body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Sleeveless, knee-length dress with a round neckline, lace top and concealed zip at the back. Seam at the waist and a flared skirt in sturdy jersey. Partly lined at the top in jersey."
0867470002,0867470,TD AOP Cttn/viscose,259,Shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in a cotton and viscose poplin weave with a turn-down collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
0867503006,0867503,TWIGGY SWEATER,252,Sweater,Garment Upper body,1010016,Solid,07,Grey,1,Dusty Light,12,Grey,8718,Young Girl Knitwear,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1003,Knitwear,"Jumper in a soft knit with hole-knit sections. Boxy fit with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
0867948001,0867948,Cannes Crew,252,Sweater,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Round-necked jumper in a soft, fine-knit viscose blend with long sleeves, short slits in the sides and ribbing around the neckline, cuffs and hem. Slightly longer at the back."
0867948004,0867948,Cannes Crew,252,Sweater,Garment Upper body,1010010,Melange,62,Purple,2,Medium Dusty,6,Lilac Purple,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Round-necked jumper in a soft, fine-knit viscose blend with long sleeves, short slits in the sides and ribbing around the neckline, cuffs and hem. Slightly longer at the back."
0867966002,0867966,S. Skinny HW Ankle Star Consc,272,Trousers,Garment Lower body,1010023,Denim,07,Grey,1,Dusty Light,12,Grey,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed, stretch denim with an extra-high waist, zip fly and button, and super-skinny legs."
0867966009,0867966,S. Skinny HW Ankle Star Consc,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed, stretch denim with an extra-high waist, zip fly and button, and super-skinny legs."
0867966010,0867966,S. Skinny HW Ankle Star Consc,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed, stretch denim with an extra-high waist, zip fly and button, and super-skinny legs."
0867969002,0867969,Skinny RW Chic,-1,Unknown,Unknown,1010023,Denim,09,Black,4,Dark,5,Black,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button, and skinny legs."
0867969003,0867969,Skinny RW Chic,-1,Unknown,Unknown,1010023,Denim,72,Blue,3,Light,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button, and skinny legs."
0867969007,0867969,Skinny RW Chic,-1,Unknown,Unknown,1010023,Denim,07,Grey,1,Dusty Light,12,Grey,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button, and skinny legs."
0868034001,0868034,Ginza fur,261,Outdoor Waistcoat,Garment Upper body,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Jacket in soft faux fur with a large, wide collar and dropped shoulders. Concealed press-studs down the front and diagonal patch front pockets. Lined in woven fabric made from recycled polyester."
0868035001,0868035,Nan Fur Hooded Jacket,261,Outdoor Waistcoat,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,9,White,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Short jacket in soft faux fur with a hood, zip down the front with a ring pull and diagonal side pockets. Covered elastication at the cuffs and hem. Recycled polyester lining."
0868037001,0868037,Moss PU biker,262,Jacket,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,Cropped jacket in imitation leather with a diagonal zip down the front and small notch lapels with a decorative metal button. Long sleeves with a zip at the cuffs and zipped front pockets. Lined in taffeta made from recycled polyester.
0868038001,0868038,Joffrey bomber co,262,Jacket,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Lightly padded jacket in woven fabric with a small, ribbed stand-up collar and zip down the front. Gently dropped shoulders, long sleeves, diagonal flap front pockets with a concealed press-stud, and ribbing at the cuffs and hem. Lined in taffeta made from recycled polyester."
0868038004,0868038,Joffrey bomber co,262,Jacket,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Lightly padded jacket in woven fabric with a small, ribbed stand-up collar and zip down the front. Gently dropped shoulders, long sleeves, diagonal flap front pockets with a concealed press-stud, and ribbing at the cuffs and hem. Lined in taffeta made from recycled polyester."
0868054001,0868054,Shadow shacket,262,Jacket,Garment Upper body,1010004,Check,11,Off White,1,Dusty Light,9,White,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Oversized shirt jacket in woven fabric with a soft brushed inside. Collar, buttons down the front and a yoke at the back. Flap chest pockets with a button and diagonal side pockets. Gently dropped shoulders, long sleeves with buttoned cuffs, and short slits in the sides. Slightly longer at the back. Unlined."
0868083001,0868083,Flirty Mella ring pk,79,Ring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal rings in various designs. Three decorated with sparkly glass beads.
0868134001,0868134,Lee parka,262,Jacket,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Lightly padded parka in cotton twill with a high collar and lined hood with a folding trim around the edge. Zip and wind flap with press-studs down the front, handwarmer pockets with a flap and concealed press-stud, and flap front pockets with a press-stud. Drawstring at the waist and a tab with a press-stud at the cuffs. Quilted lining."
0868195004,0868195,bounce seamless tee,255,T-shirt,Garment Upper body,1010010,Melange,52,Pink,1,Dusty Light,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports top in fast-drying functional fabric with short raglan sleeves and jacquard-patterned details. Seamless.
0868213011,0868213,Malaga loose tank (C),253,Vest top,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Loose-fitting sports vest top in fast-drying functional fabric with a racer back and rounded hem. The polyester content of the top is recycled.
0868230010,0868230,CAMDEN s/s tee TP,255,T-shirt,Garment Upper body,1010014,Placement print,93,Dark Green,4,Dark,19,Green,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Classic T-shirt in soft, printed cotton jersey."
0868247001,0868247,BASHA biker,262,Jacket,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,8812,Young Girl Outdoor,I,Children Sizes 134-170,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Biker jacket in imitation leather. Notch lapels with decorative press-studs, a diagonal zip down the front and zipped front pockets. Lined."
0868258001,0868258,Alice Bandeau 2 pk,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",Bandeau bras in soft cotton jersey with side support and lined cups that give the bust a natural shape and light support. No fasteners.
0868283001,0868283,Cindy cropped top,254,Top,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sleeveless, cropped sports top in fast-drying functional fabric with a double-layered trim at the hem that wraps over at the front."
0868283004,0868283,Cindy cropped top,254,Top,Garment Upper body,1010016,Solid,92,Green,2,Medium Dusty,12,Grey,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sleeveless, cropped sports top in fast-drying functional fabric with a double-layered trim at the hem that wraps over at the front."
0868309001,0868309,Inga Brazilian Micro 7p,286,Underwear bottom,Underwear,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1336,Shopbasket Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in microfibre with a low waist, lined gusset and high cut at the back."
0868405002,0868405,Dexter crop tanktop conscious,253,Vest top,Garment Upper body,1010010,Melange,07,Grey,1,Dusty Light,12,Grey,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Cropped, fitted sports vest top in stretch jersey with a round neckline and racer back."
0868405004,0868405,Dexter loose tanktop (C),253,Vest top,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Cropped, fitted sports vest top in stretch jersey with a round neckline and racer back."
0868410002,0868410,Cool Ferret earcuff,70,Earring,Accessories,1010016,Solid,03,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Set with three ear cuffs, three non-matching earrings and two hoop earrings that can be worn as a pair. Size from 0.2 cm to 2.5 cm."
0868444001,0868444,NOAH fancy hood TP,308,Hoodie,Garment Upper body,1010005,Colour blocking,07,Grey,1,Dusty Light,12,Grey,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Hoodie in sweatshirt fabric made from a cotton blend. Lined hood, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
0868447002,0868447,Wool sock,302,Socks,Socks & Tights,1010010,Melange,73,Dark Blue,4,Dark,2,Blue,6541,Baby Socks,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1021,Socks and Tights,Socks knitted in a soft wool blend with a ribbed shaft.
0868495001,0868495,BYRON hood TP,308,Hoodie,Garment Upper body,1010014,Placement print,10,White,3,Light,9,White,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Hoodie in printed sweatshirt fabric with dropped shoulders, long sleeves, a lined hood with a decorative drawstring, and ribbing at the cuffs and hem. Soft brushed inside."
0868495006,0868495,BYRON hood TP,308,Hoodie,Garment Upper body,1010001,All over pattern,09,Black,4,Dark,5,Black,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Hoodie in printed sweatshirt fabric with dropped shoulders, long sleeves, a lined hood with a decorative drawstring, and ribbing at the cuffs and hem. Soft brushed inside."
0868597012,0868597,MILAD fleece,262,Jacket,Garment Upper body,1010001,All over pattern,32,Orange,2,Medium Dusty,11,Beige,7812,Kids Girl Outdoor,H,Children Sizes 92-140,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Jacket in soft fleece made partly from recycled polyester designed to be worn as a thermal mid layer. Stand-up collar, zip down the front with a chin guard, and long raglan sleeves. Narrow elasticated trim at the cuffs and hem. Slightly longer at the back. Unlined."
0868641002,0868641,Alisa,252,Sweater,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Slightly longer jumper knitted in tape yarn with a slight sheen. V-neck, low dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
0868691001,0868691,VESPER running tight conscious,273,Leggings/Tights,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Ankle-length running tights in fast-drying functional fabric with reflective details. High waist with wide, covered elastication and a drawstring, as well as a zipped key pocket at the back. Legs with a zip at the hems. The polyester content of the tights is recycled."
0868751001,0868751,OP Brazilian 4pk,286,Underwear bottom,Underwear,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1336,Shopbasket Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in microfibre with laser-cut edges. Low waist, lined gusset and a high cut at the back."
0868751002,0868751,OP Brazilian 4pk,286,Underwear bottom,Underwear,1010016,Solid,09,Black,4,Dark,5,Black,1336,Shopbasket Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in microfibre with laser-cut edges. Low waist, lined gusset and a high cut at the back."
0868823007,0868823,Strong seamless v-neck bralett,254,Top,Garment Upper body,1010010,Melange,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"V-neck sports bralette in fast-drying functional fabric. Wide shoulder straps, lined cups with removable inserts that shape the bust, and a racer back. Medium support. The bralette is designed with the minimum number of seams for a more comfortable fit and increased mobility."
0868823008,0868823,Strong seamless v-neck bralett,254,Top,Garment Upper body,1010010,Melange,09,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"V-neck sports bralette in fast-drying functional fabric. Wide shoulder straps, lined cups with removable inserts that shape the bust, and a racer back. Medium support. The bralette is designed with the minimum number of seams for a more comfortable fit and increased mobility."
0868823011,0868823,Strong seamless v-neck bralett,254,Top,Garment Upper body,1010010,Melange,10,White,3,Light,9,White,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"V-neck sports bralette in fast-drying functional fabric. Wide shoulder straps, lined cups with removable inserts that shape the bust, and a racer back. Medium support. The bralette is designed with the minimum number of seams for a more comfortable fit and increased mobility."
0868841002,0868841,Moccasin,93,Slippers,Shoes,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6541,Baby Socks,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1021,Socks and Tights,"Fine-knit moccasins with soft terry inside, imitation leather trims and soft suede soles."
0868874002,0868874,Lorena flannel shirt,259,Shirt,Garment Upper body,1010004,Check,73,Dark Blue,4,Dark,2,Blue,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Shirt in soft, lightweight cotton flannel with a collar, buttons down the front and a yoke with a pleat at the back. Open chest pockets, dropped shoulders, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
0868874004,0868874,Lorena flannel shirt,259,Shirt,Garment Upper body,1010004,Check,51,Light Pink,1,Dusty Light,4,Pink,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Shirt in soft, lightweight cotton flannel with a collar, buttons down the front and a yoke with a pleat at the back. Open chest pockets, dropped shoulders, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
0868874006,0868874,Lorena flannel shirt,259,Shirt,Garment Upper body,1010004,Check,10,White,3,Light,9,White,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Shirt in soft, lightweight cotton flannel with a collar, buttons down the front and a yoke with a pleat at the back. Open chest pockets, dropped shoulders, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
0868879003,0868879,Krabi RTW dress,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,2,Medium Dusty,2,Blue,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,"Short, V-neck dress in an airy viscose and linen weave with gathered shoulder seams, short sleeves with sewn-in turn-ups, and a detachable tie belt at the waist. Unlined."
0868879004,0868879,Krabi RTW dress,265,Dress,Garment Full body,1010016,Solid,09,Black,4,Dark,5,Black,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,"Short, V-neck dress in an airy viscose and linen weave with gathered shoulder seams, short sleeves with sewn-in turn-ups, and a detachable tie belt at the waist. Unlined."
0868880006,0868880,Barcelona short dress,265,Dress,Garment Full body,1010016,Solid,09,Black,4,Dark,5,Black,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,"Short dress in an airy viscose weave with a collar and buttons down the front. Relaxed fit with gently dropped shoulders and long sleeves with a tab and button. Seam with a drawstring at the waist and a wide, softly draping skirt. Slightly longer at the back. Unlined."
0869086001,0869086,Tiana sandal,91,Sandals,Shoes,1010016,Solid,42,Red,7,Medium,18,Red,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Imitation leather sandals with narrow straps at the front and an adjustable heel strap with a metal buckle at one side. Imitation leather insoles and fluted soles. Heel 1 cm.
0869154007,0869154,NOAH casual hood TP,308,Hoodie,Garment Upper body,1010002,Application/3D,11,Off White,1,Dusty Light,9,White,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Long-sleeved hoodie in soft sweatshirt fabric made from a cotton blend. Jersey-lined hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
0869203003,0869203,Maxi Tassel Sandal,91,Sandals,Shoes,1010016,Solid,09,Black,4,Dark,5,Black,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Sandals in imitation suede with decorative tassels at the top and a narrow heel strap that is elasticated at the back. Imitation leather linings and insoles.
0869331002,0869331,Trailmix seamless bralette,254,Top,Garment Upper body,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Light-support sports bralette suitable for low-intensity workouts with a fast-drying function designed to help keep you dry and cool while exercising. Wide shoulder straps, a racer back and lined cups with removable inserts for an adjustable fit and to shape the bust. The bralette is designed with the minimum number of seams for a more comfortable fit and increased mobility."
0869331003,0869331,Trailmix seamless bralette,254,Top,Garment Upper body,1010016,Solid,14,Dark Beige,2,Medium Dusty,13,Brown,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Light-support sports bralette suitable for low-intensity workouts with a fast-drying function designed to help keep you dry and cool while exercising. Wide shoulder straps, a racer back and lined cups with removable inserts for an adjustable fit and to shape the bust. The bralette is designed with the minimum number of seams for a more comfortable fit and increased mobility."
0869331006,0869331,Trailmix seamless bralette (C),306,Bra,Underwear,1010016,Solid,09,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Light-support sports bralette suitable for low-intensity workouts with a fast-drying function designed to help keep you dry and cool while exercising. Wide shoulder straps, a racer back and lined cups with removable inserts for an adjustable fit and to shape the bust. The bralette is designed with the minimum number of seams for a more comfortable fit and increased mobility."
0869331008,0869331,Trailmix seamless bralette,254,Top,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Light-support sports bralette suitable for low-intensity workouts with a fast-drying function designed to help keep you dry and cool while exercising. Wide shoulder straps, a racer back and lined cups with removable inserts for an adjustable fit and to shape the bust. The bralette is designed with the minimum number of seams for a more comfortable fit and increased mobility."
0869379001,0869379,RICHIE S.2,275,Skirt,Garment Lower body,1010004,Check,09,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,"Short, high-waisted, pleated skirt in woven fabric with a press-stud and concealed zip at one side. Unlined."
0869379002,0869379,RICHIE S.2,275,Skirt,Garment Lower body,1010004,Check,33,Dark Orange,2,Medium Dusty,13,Brown,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,"Short, high-waisted, pleated skirt in woven fabric with a press-stud and concealed zip at one side. Unlined."
0869379007,0869379,RICHIE S.2,275,Skirt,Garment Lower body,1010004,Check,14,Dark Beige,2,Medium Dusty,11,Beige,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,"Short, high-waisted, pleated skirt in woven fabric with a press-stud and concealed zip at one side. Unlined."
0869418004,0869418,Zeppelin Zip SS,252,Sweater,Garment Upper body,1010016,Solid,92,Green,1,Dusty Light,20,Khaki green,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Short, fitted, rib-knit top with a deep V-neck, zip at the top and short sleeves."
0869442001,0869442,SF Salma blk dress,265,Dress,Garment Full body,1010007,Embroidery,09,Black,4,Dark,5,Black,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"Short, fitted dress in an organic cotton weave with broderie anglaise. Square neckline front and back, a concealed zip at the back and short, wide puff sleeves with pleats at the hems. Lined in a cotton weave."
0869459001,0869459,Push Up Jegging RW,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Jeggings in washed, stretch denim made from partly recycled cotton. Regular waist, zip fly and button, fake front pockets, real back pockets and skinny legs. Push up – denim with a superstretch function that showcases the body’s physique."
0869459002,0869459,Push Up Jegging RW,272,Trousers,Garment Lower body,1010023,Denim,09,Black,4,Dark,5,Black,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Jeggings in washed, stretch denim made from partly recycled cotton. Regular waist, zip fly and button, fake front pockets, real back pockets and skinny legs. Push up – denim with a superstretch function that showcases the body’s physique."
0869459003,0869459,Push Up Jegging RW,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Jeggings in washed, stretch denim made from partly recycled cotton. Regular waist, zip fly and button, fake front pockets, real back pockets and skinny legs. Push up – denim with a superstretch function that showcases the body’s physique."
0869473003,0869473,SPINEL STRIPE LS,254,Top,Garment Upper body,1010017,Stripe,92,Green,1,Dusty Light,20,Khaki green,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Straight-cut top in soft cotton jersey with a round neckline, gently dropped shoulders and long sleeves with flatlock seams at the cuffs."
0869663001,0869663,Toronto tencel tunic,265,Dress,Garment Full body,1010023,Denim,73,Dark Blue,4,Dark,2,Blue,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,"Short-sleeved, V-neck tunic in soft denim with pin-tucks around the neckline, a detachable tie belt at the waist and a rounded hem."
0869706001,0869706,Basket coat(1),262,Jacket,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Straight-cut coat in a soft weave with notch lapels, a one-button fastening, diagonal welt front pockets, and a single back vent. Unlined. The polyester content of the coat is recycled."
0869706002,0869706,Basket coat,262,Jacket,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Straight-cut coat in a soft weave with notch lapels, a one-button fastening, diagonal welt front pockets, and a single back vent. Unlined. The polyester content of the coat is recycled."
0869706005,0869706,Basket coat,262,Jacket,Garment Upper body,1010016,Solid,52,Pink,1,Dusty Light,1,Mole,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Straight-cut coat in a soft weave with notch lapels, a one-button fastening, diagonal welt front pockets, and a single back vent. Unlined. The polyester content of the coat is recycled."
0869706006,0869706,Basket coat,262,Jacket,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Straight-cut coat in a soft weave with notch lapels, a one-button fastening, diagonal welt front pockets, and a single back vent. Unlined. The polyester content of the coat is recycled."
